Name,Lat,Long,Category
ACC-AE / RIO GRANDE GAR1,30.276433,-97.749429,ElecCarCharging
WEINSTEIN / ANDERSON 1,30.455107,-97.768221,ElecCarCharging
RIDGE OFFICE / THE RIDGE GW,30.350591,-97.754534,ElecCarCharging
NEIGHBORHOOD HO / 912 E11TH STAT1,30.270384,-97.73108,ElecCarCharging
COA FLEET - PIE / BARTON #3,30.2569,-97.749301,ElecCarCharging
LADERA BEND / BUILDING 3,30.371215,-97.800887,ElecCarCharging
WEINSTEIN / TECH RIDGE 1,30.39479,-97.653249,ElecCarCharging
CHEVY MAIN / AUTONATION MAIN,30.409556,-97.745947,ElecCarCharging
ARBORETUM / N CAPITAL TX 1,30.390246,-97.74825,ElecCarCharging
AMD GO GREEN / P100 FL2 LEFT,30.250807,-97.861781,ElecCarCharging
REPUBLICSQUARE / GABLES REPUB5,30.266691,-97.745766,ElecCarCharging
INT-BIO EV CHGR / INTBIO EV CHGR2,30.330901,-97.668947,ElecCarCharging
AMD GO GREEN / P100 FL3 LEFT,30.250807,-97.861696,ElecCarCharging
PIE AE / PUBPEARSON CTR1,30.416583,-97.666048,ElecCarCharging
ROSCOE PROPERTI / THE CONNECTION,30.227456,-97.726096,ElecCarCharging
PIE AE / PUBLOSTPARROTS1,30.382643,-97.933861,ElecCarCharging
PIE AE / PUBCHASEESCAL1,30.27567,-97.817127,ElecCarCharging
ENDEAVOR REG / RED GARAGE #3,30.402156,-97.723219,ElecCarCharging
FLORA / STATION 1,30.316671,-97.714957,ElecCarCharging
PALOMA RIDGE / PALOMA BDG C #2,30.478106,-97.77793,ElecCarCharging
NATIONAL INSTRU / 5&6,30.408705,-97.725377,ElecCarCharging
PIE AE / CITY HALL STAT1,30.264942,-97.746925,ElecCarCharging
PIE AE / PALMER STATION4,30.259769,-97.752509,ElecCarCharging
AUSTIN / 400 - 2,30.265052,-97.74844,ElecCarCharging
PIE AE / TECHNICENTER1,30.276909,-97.666756,ElecCarCharging
HYATT PLACE / HP STATION 3,30.210387,-97.664586,ElecCarCharging
PIE AE / PALMER STATION1,30.259287,-97.751956,ElecCarCharging
ENDEAVOR REG / BLUE GARAGE #7,30.403664,-97.722523,ElecCarCharging
PALOMA RIDGE / PALOMA1,30.476801,-97.778643,ElecCarCharging
ENDEAVOR REG / 901 E 6TH ST 3,30.264999,-97.733411,ElecCarCharging
WETT / 1,30.259634,-97.79807,ElecCarCharging
CHAMPION OFFICE / EV #1,30.363141,-97.793613,ElecCarCharging
ROSCOE PROPERTI / MESH MAIN,30.240977,-97.726259,ElecCarCharging
NATIONAL INSTRU / 23&24;,30.407286,-97.727058,ElecCarCharging
PARK PLAZA / STATION2,30.267321,-97.754548,ElecCarCharging
CZPROPERTIES / FLOOR 3 UNIT 2,30.276966,-97.742726,ElecCarCharging
PALOMA RIDGE / PALOMA BDG C #6,30.477861,-97.7787,ElecCarCharging
100 CONGRESS / STATION 1,30.263961,-97.744801,ElecCarCharging
ENDEAVOR REG / RED GARAGE #1,30.402172,-97.723338,ElecCarCharging
WEINSTEIN / 3 FIVE,30.172599,-97.777067,ElecCarCharging
COA FLEET - PIE / ROOF 2,30.2696,-97.73477,ElecCarCharging
AISD PAC / AISD PAC #3,30.305343,-97.702408,ElecCarCharging
RPP GARAGE / ISLAND GW,30.428017,-97.754379,ElecCarCharging
7700 PARMER / 7700 PARMER 3,30.458615,-97.752557,ElecCarCharging
PIE AE / PUBAMLI1,30.266182,-97.748168,ElecCarCharging
PARKSIDE 1 / PARKSIDE1,30.396412,-97.72268,ElecCarCharging
PALOMA RIDGE / PALOMA BDG C #1,30.47781,-97.77879,ElecCarCharging
PIE AE / PUBACCSOAUSTIN1,30.216019,-97.796332,ElecCarCharging
DSMCUT / EVSE04 FLOOR L4,30.275239,-97.734584,ElecCarCharging
COA / NEWCENTRALLIB2,30.266118,-97.751731,ElecCarCharging
CZPROPERTIES / FLOOR 3 UNIT 1,30.277158,-97.743015,ElecCarCharging
ACC-AE / RIO GRANDE GAR2,30.276423,-97.749389,ElecCarCharging
ENDEAVOR REG / 2500 BEE CAVES2,30.267346,-97.783448,ElecCarCharging
COA FLEET - PIE / SPRING #1,30.259113,-97.699699,ElecCarCharging
SCHOOL / LANIER1,30.360173,-97.709582,ElecCarCharging
FOUNDATION COMM / JORDAN1,30.298721,-97.694754,ElecCarCharging
GARAGE 1 / GARAGE ONE,30.211727,-97.772285,ElecCarCharging
COA FLEET - PIE / RUTHERFORD #5,30.335863,-97.679329,ElecCarCharging
FOUNDRY / STATION 1,30.261032,-97.727974,ElecCarCharging
RPP GARAGE / ISLAND 2,30.427967,-97.754411,ElecCarCharging
SALTILLO / BLOCK 2,30.263955,-97.732721,ElecCarCharging
1801 E 6TH / AUSTIN 1801 3,30.261633,-97.723906,ElecCarCharging
NATIONAL INSTRU / 15&16;,30.408822,-97.725196,ElecCarCharging
PIE AE / PUBACCHIGHLAND2,30.322727,-97.712799,ElecCarCharging
ENCINO STATIONS / ARM EMPLOYEES,30.243704,-97.846168,ElecCarCharging
ENDEAVOR REG / LEVEL 2 - #1,30.317656,-97.754999,ElecCarCharging
LADERA BEND / GATED GARAGE GW,30.372427,-97.801834,ElecCarCharging
ENDEAVOR REG / 2500 BEE CAVES1,30.267411,-97.783384,ElecCarCharging
DSMCUT / EVSE05 FLOOR L3,30.275245,-97.734566,ElecCarCharging
PIE AE / ANIMAL SERVICE5,30.251587,-97.690788,ElecCarCharging
PIE AE / PUBHILL.CGAL2,30.307769,-97.93863,ElecCarCharging
BURNET FLATS / BURNET FLATS G1,30.330046,-97.739251,ElecCarCharging
SAS / SAMSUNG 6,30.377439,-97.639693,ElecCarCharging
PARK&ZOOM / VALET #5,30.211668,-97.661771,ElecCarCharging
ROSCOE PROPERTI / CURRENT MAIN,30.231758,-97.729473,ElecCarCharging
HANOVER / L4,30.265222,-97.749115,ElecCarCharging
PIE AE / NWRECCENTER 4,30.333969,-97.751358,ElecCarCharging
YETI RAMBLERS / EVSE4,30.255936,-97.872345,ElecCarCharging
PIE AE / PUBACCSVSCTRST1,30.344088,-97.665823,ElecCarCharging
ENDEAVOR REG / 901 E 6TH ST 4,30.265013,-97.733449,ElecCarCharging
PIE AE / ERCOT 3,30.216443,-97.69223,ElecCarCharging
GALLERIA OAKS / GALLERIA OAKS 2,30.313186,-97.946482,ElecCarCharging
PIE AE / PUBGABLES 5TH 1,30.274209,-97.764758,ElecCarCharging
PIE AE / HAMPTON LBRY1,30.218091,-97.855,ElecCarCharging
PIE AE / PUBHARCON L2,30.373046,-97.806478,ElecCarCharging
PIE AE / ROSEWOOD PARK1,30.271704,-97.713959,ElecCarCharging
PIE AE / PUBGABLES 5TH 2,30.274388,-97.764731,ElecCarCharging
PIE AE / PUB DELL3,30.302489,-97.706912,ElecCarCharging
SCHOOL / TRAVIS1,30.232148,-97.743892,ElecCarCharging
W1 / W1,30.315142,-97.755709,ElecCarCharging
GPT / GABLES 1,30.268637,-97.754851,ElecCarCharging
PIE AE / HOWSONBRCHLIBR1,30.298412,-97.767959,ElecCarCharging
PARMER AUSTIN / STATION PIC 4,30.411955,-97.652813,ElecCarCharging
PIE AE / PUBHEBBRODIEST1,30.216125,-97.829537,ElecCarCharging
FLORA / STATION 2,30.316818,-97.714835,ElecCarCharging
PIE AE / PUBDITTMAR2,30.185301,-97.80118,ElecCarCharging
COA FLEET - PIE / MEINARD #2,30.211357,-97.752083,ElecCarCharging
ENDEAVOR REG / NORDSTROM L2 #3,30.401619,-97.719889,ElecCarCharging
ACC-AE / NORTHRIDGE1,30.404225,-97.705798,ElecCarCharging
PARK&ZOOM / VALET #2,30.213452,-97.657691,ElecCarCharging
PIE AE / TRAVIS CO L2,30.270944,-97.744761,ElecCarCharging
ROSCOE PROPERTI / TIMBERCREEK 1,30.256475,-97.751759,ElecCarCharging
THE MEDVE GROUP / TURTLE CREEK,30.204478,-97.783736,ElecCarCharging
PARMER AUSTIN / PIC #1,30.411029,-97.658122,ElecCarCharging
COA FLEET - PIE / RUTHERFORD #9,30.335875,-97.679382,ElecCarCharging
HEB / HEB LAKEWAY #2,30.344254,-97.967587,ElecCarCharging
ACC-AE / NORTHRIDGE2,30.404151,-97.705712,ElecCarCharging
ENDEAVOR REG / NORDSTROM L2 #1,30.401517,-97.719927,ElecCarCharging
PARK&ZOOM / VALET #6,30.211848,-97.662017,ElecCarCharging
TR DOMAIN 11 / STATION2,30.40522,-97.719541,ElecCarCharging
PARK PLAZA / STATION1,30.268266,-97.755017,ElecCarCharging
DSMCUT / EVSE03 FLOOR L5,30.275274,-97.734552,ElecCarCharging
ENDEAVOR REG / LEVEL 3 - #2,30.317707,-97.754977,ElecCarCharging
PIE AE / PUBPEARSONH LN1,30.417411,-97.664204,ElecCarCharging
HPI 3700 / 3900 SC 3,30.337931,-97.807977,ElecCarCharging
YETI RAMBLERS / EVSE #3,30.255741,-97.872431,ElecCarCharging
LAMARHEIGHTS-AE / LAMAR 1,30.322464,-97.7292,ElecCarCharging
HANOVER / L7,30.265166,-97.749131,ElecCarCharging
THE ELIZABETH / THE ELIZABETH 1,30.477257,-97.78503,ElecCarCharging
AISD PAC / AISD PAC #5,30.305204,-97.702108,ElecCarCharging
HPI 3700 / EV 6,30.336616,-97.8076,ElecCarCharging
PIE AE / PALMER STATION3,30.259236,-97.751809,ElecCarCharging
ROSCOE PROPERTI / TRIO MAIN,30.228786,-97.726326,ElecCarCharging
DSMCUT / EVSE01 FLOOR L7,30.275261,-97.73458,ElecCarCharging
Lyons Gardens,30.2645793410541,-97.70918934229219,AffordableHousing
Rio West Student Living,30.2929610272008,-97.7445438848349,AffordableHousing
Live Oak Trails,30.2485593811554,-97.8900821644269,AffordableHousing
The Residences at The Domain,30.400623,-97.72493,AffordableHousing
Guadalupe Saldana - Duplex,30.269889000000003,-97.702958,AffordableHousing
M Station,30.2820072186666,-97.70841372186871,AffordableHousing
SOL,30.2703971161874,-97.71731981858869,AffordableHousing
Villas on 26th,30.2909573960403,-97.74556504746191,AffordableHousing
Summit Oaks,30.421089000000002,-97.75509,AffordableHousing
Gaston Tract,30.389515999999997,-97.718506,AffordableHousing
Accessible Housing Austin! - SF,30.177722999999997,-97.756125,AffordableHousing
Heritage Heights,30.265931,-97.72366,AffordableHousing
The Willows,30.254456203031303,-97.765039314016,AffordableHousing
Villages at Ben White,30.215861251136303,-97.701173845317,AffordableHousing
48 East Ave,30.256483000000003,-97.738824,AffordableHousing
Six Ten,30.288071999999996,-97.743941,AffordableHousing
ADU,30.318292917026803,-97.71696522602909,AffordableHousing
303 San Saba Street,30.2558854868315,-97.71440877561449,AffordableHousing
2111 Salina Street,30.2823954412867,-97.72259173026659,AffordableHousing
Block at Pearl - North,30.2860635924108,-97.74663414831561,AffordableHousing
Block on 25th East,30.2895795271056,-97.74515908850609,AffordableHousing
The Corner,30.2894751790789,-97.74783116965858,AffordableHousing
Lamar Union Apartments,30.2559820527283,-97.7618567455551,AffordableHousing
Pecan Springs Commons,30.3047649759407,-97.6795579168422,AffordableHousing
2407 S 4th Street,30.24261574799,-97.76324137826691,AffordableHousing
Timbers Apartments,30.319351,-97.70360600000001,AffordableHousing
Heritage Heights,30.265359999999998,-97.72497299999999,AffordableHousing
Pecan Springs Commons,30.3048910689532,-97.6790060774304,AffordableHousing
7605 Elderberry Drive,30.1856931860589,-97.78944398583158,AffordableHousing
The Creekview Apartment Homes,30.319166,-97.658889,AffordableHousing
1700 Martin Luther King Jr Boulevard,30.279913221999998,-97.7231130036985,AffordableHousing
907 Spence Street,30.258685401946803,-97.7358045754509,AffordableHousing
The 704,30.2416130700261,-97.7847096867993,AffordableHousing
Riverside Meadows Apartments,30.2277182996685,-97.7011665701446,AffordableHousing
1141 Shady Lane Mixed Use,30.262632,-97.690803,AffordableHousing
Corazon,30.264345890037397,-97.7322610011026,AffordableHousing
21 Rio,30.2842161992591,-97.74474276580641,AffordableHousing
The Tree,30.2289841389543,-97.76731465198401,AffordableHousing
1109 Spearson Lane,30.2013845727143,-97.79420217793921,AffordableHousing
2412 Bryan Street,30.267094606028298,-97.71634937727622,AffordableHousing
2106 Chicon Street,30.282412839830798,-97.72201072816,AffordableHousing
Rosemont at Oak Valley (fka Pleasant Valley Villas),30.224565000000002,-97.73119100000001,AffordableHousing
Block on 25th West,30.289584554535303,-97.7462254006299,AffordableHousing
Estancia Villas,30.123555,-97.806329,AffordableHousing
Heritage Heights,30.267028000000003,-97.72386,AffordableHousing
2107 Salina Street,30.2820867380412,-97.7225591677977,AffordableHousing
1112 E 10th Street,30.2682052936843,-97.72826475291149,AffordableHousing
Highland Phase II South,30.324758000000003,-97.714668,AffordableHousing
908 Neal Street,30.268607018035496,-97.710236739434,AffordableHousing
2203 Salina Street Rehab,30.282992999999998,-97.722755,AffordableHousing
The Quarters at Bandera House,30.2864511210888,-97.7446130450185,AffordableHousing
70 Rainey Street,30.258393429391898,-97.739040841415,AffordableHousing
1211 Inks Avenue,30.265970000000003,-97.727998,AffordableHousing
AMLI - South Shore Phase I,30.245116999999997,-97.73006600000001,AffordableHousing
4902 West Wind Trail,30.2276424167489,-97.8032722816043,AffordableHousing
Jeremiah House,30.269267,-97.703014,AffordableHousing
Heights on Parmer,30.3904719905596,-97.6517323670586,AffordableHousing
SOL,30.2581281793287,-97.68465942690091,AffordableHousing
Quarters at Grayson,30.2855074737524,-97.74630853169809,AffordableHousing
The Reserve at Walnut Creek (fka Springdale Apartments),30.332583000000003,-97.664626,AffordableHousing
2106 Chestnut Avenue,30.2830115040421,-97.71805463058091,AffordableHousing
Plaza Saltillo,30.263744,-97.732588,AffordableHousing
Heritage Heights,30.266121000000002,-97.724503,AffordableHousing
LaMadrid Apartments,30.1659001366289,-97.8283576485475,AffordableHousing
7314 Meador Avenue,30.3314871526481,-97.695256354235,AffordableHousing
Cardinal Point Apartments,30.3990768259772,-97.84577070886841,AffordableHousing
St. James Apartments,30.326938382395202,-97.7329699500947,AffordableHousing
AMLI at Mueller II,30.302391999999998,-97.702038,AffordableHousing
"Garden Terrace Expansion (aka Garden Terrace, Phase II)",30.1986408937312,-97.79342653185009,AffordableHousing
Amli on 2nd,30.266143,-97.748074,AffordableHousing
Heritage Heights,30.266015999999997,-97.723066,AffordableHousing
Manor House,30.306600379559303,-97.67940860874171,AffordableHousing
Commons at Goodnight (fka Villages at Goodnight),30.152821999999997,-97.76854200000001,AffordableHousing
Heritage Heights,30.266717,-97.723054,AffordableHousing
Heritage Heights,30.266166,-97.724673,AffordableHousing
The Nine at Rio,30.284271999999998,-97.745293,AffordableHousing
Arbor Terrace,30.231460272933504,-97.74139549566759,AffordableHousing
Arnold 2,30.26298,-97.725487,AffordableHousing
1803 E 20th Street,30.280500636764604,-97.7219761033775,AffordableHousing
Lakeside Engineering - Duplexes,30.259234000000003,-97.687279,AffordableHousing
GNDC Alley Flats,30.260303000000004,-97.708853,AffordableHousing
SOL,30.2591331562492,-97.6841907066182,AffordableHousing
Pointe on Rio,30.2828530414707,-97.7449290577006,AffordableHousing
Indie Apartments,30.262479,-97.724864,AffordableHousing
Parkwest Condos,30.4604230013685,-97.8017279083799,AffordableHousing
Heritage Heights,30.265309000000002,-97.724877,AffordableHousing
Villas on Nueces,30.285871000000004,-97.743575,AffordableHousing
904 Neal Street,30.2684697354704,-97.7100588157448,AffordableHousing
Pecan Springs Commons,30.3055821970179,-97.67891099275309,AffordableHousing
2608 Salado Multifamily,30.2916194866166,-97.74552828029958,AffordableHousing
Heritage Heights,30.266118,-97.72450500000001,AffordableHousing
Marshall Apartments,30.2727037607574,-97.7248304939111,AffordableHousing
Blunn Creek Apartments,30.225766997185897,-97.7529689819867,AffordableHousing
Marq on Burnet,30.342643130746197,-97.7380030846538,AffordableHousing
Accessible Housing Austin! - SF,30.224075,-97.691337,AffordableHousing
5406 Village Trail,30.194786673842696,-97.7459847828035,AffordableHousing
Quarters at Sterling,30.2849862122157,-97.74596439606329,AffordableHousing
21 Pearl,30.284684620424198,-97.7474614704892,AffordableHousing
Pecan Springs Commons,30.3051500320123,-97.679026690365,AffordableHousing
9215 Kempler Drive,30.180652347617603,-97.8215019883972,AffordableHousing
The Park at Estancia,30.123941,-97.80475600000001,AffordableHousing
North Shore Apartments (GWTP MDA),30.265385,-97.749563,AffordableHousing
The Seville on 4th Street,30.2616192174149,-97.72924444533692,AffordableHousing
Carol's House,30.3951714095675,-97.7016423888114,AffordableHousing
Homestead Oaks,30.1815320898309,-97.84472008868471,AffordableHousing
Fairway Village Apartments,30.229521999999996,-97.702416,AffordableHousing
Lamar Flats,30.238968,-97.787767,AffordableHousing
Galileo,30.289639994558502,-97.7473493413822,AffordableHousing
904 Lydia,30.267405274892003,-97.72855170361281,AffordableHousing
Burnet Flats,30.330122202764397,-97.7395692871635,AffordableHousing
1804 Martin Luther King Jr Boulevard,30.2800249156769,-97.72184557843,AffordableHousing
Regents at 24th,30.2884212444376,-97.74745612121309,AffordableHousing
Texan Tower,30.2901088028752,-97.7473990250448,AffordableHousing
FLORA Apartments,30.316671000000003,-97.714957,AffordableHousing
ThinkEast Apartments,30.2626,-97.690776,AffordableHousing
South Shore Disctrict Apartments (South Shore PUD),30.243505,-97.727183,AffordableHousing
1100 E 10th Street,30.2684390683833,-97.7293401878146,AffordableHousing
Radius on Grove,30.223744,-97.708361,AffordableHousing
Aspen West Campus,30.283589000000003,-97.744783,AffordableHousing
Skyline Terrace,30.2282361267838,-97.7781781202652,AffordableHousing
Ruth R. Schulze House,30.285239983782397,-97.74790896061779,AffordableHousing
2320 Santa Rita Street,30.2570698735729,-97.71726546518542,AffordableHousing
10th Street Alley Flat,30.2813340253543,-97.76511959702209,AffordableHousing
Pecan Springs Commons,30.305737961267198,-97.6788623309976,AffordableHousing
SAMdorosa,30.2063876421874,-97.80686954227541,AffordableHousing
Saint Louise House II,30.2109363836519,-97.80393149619191,AffordableHousing
Housing First Oak Springs,30.2735221853269,-97.7005660266436,AffordableHousing
Guadalupe Saldana - Duplex,30.269601,-97.703096,AffordableHousing
4810 West Wind Trail,30.2279505045048,-97.80299658484181,AffordableHousing
SYNC at Mueller,30.299165999999996,-97.707066,AffordableHousing
"Garden Terrace Expansion (aka Garden Terrace, Phase II)",30.1986408937312,-97.79342653185009,AffordableHousing
700 E 11th Street,30.271082,-97.733918,AffordableHousing
The Nine at Austin,30.290996000000003,-97.749342,AffordableHousing
Heritage Heights,30.266259,-97.723201,AffordableHousing
Heritage Heights,30.265297999999998,-97.724707,AffordableHousing
Woolridge Hall,30.2882157993576,-97.7434383723285,AffordableHousing
Pecan Springs Commons,30.3049271405972,-97.67995126500901,AffordableHousing
Pecan Springs Commons,30.3053600903234,-97.6790763842193,AffordableHousing
Quarters at Nueces House,30.286791765767898,-97.74390447934229,AffordableHousing
St Johns West Apartments,30.337701000000003,-97.71478499999999,AffordableHousing
Fort Branch Landing,30.2777203215007,-97.66646716560999,AffordableHousing
Ellora Apartments,30.2849807633777,-97.74746589437478,AffordableHousing
Walnut Creek Apartments,30.30718,-97.668769,AffordableHousing
Austin Travis County MHMR,30.275598830627604,-97.7357455695742,AffordableHousing
AMLI 5350,30.327582188450798,-97.7404500075392,AffordableHousing
Heritage Heights,30.266652,-97.724337,AffordableHousing
Garden Terrace Phase I,30.1986408937312,-97.79342653185009,AffordableHousing
Karnes House (fka University Garden Apartments),30.2868533633147,-97.7450112172395,AffordableHousing
Skyloft,30.286358,-97.743507,AffordableHousing
7EAST,30.2615670180304,-97.7194720175522,AffordableHousing
702 Plumpton Drive,30.1950468158668,-97.79082191426649,AffordableHousing
Franklin Gardens,30.2841327389135,-97.69720339908709,AffordableHousing
Villas on Sixth,30.260721999999998,-97.720192,AffordableHousing
Heritage Heights,30.266283,-97.72470799999999,AffordableHousing
2110 Salina Street,30.282364944770602,-97.7230348223138,AffordableHousing
Lakeside Engineering - Duplexes,30.259463,-97.687285,AffordableHousing
The Heights on South Congress (fka South Congress Village),30.235242,-97.756111,AffordableHousing
Guadalupe Neighborhood Development Corporation - SF,30.268072601579103,-97.73283498753808,AffordableHousing
Pathways at Goodrich Place,30.248315,-97.773865,AffordableHousing
5611 Teri Road,30.1927525514336,-97.73381984239549,AffordableHousing
Elm Ridge Apartments,30.274889587304802,-97.7024194499343,AffordableHousing
809 San Marcos Street,30.267216059588105,-97.731151025874,AffordableHousing
2113 Salina Street,30.2825351864182,-97.7226241091127,AffordableHousing
AHFC - SF,30.330556,-97.696935,AffordableHousing
Block on 28th,30.293277360824398,-97.74463320639352,AffordableHousing
1905 E 9th Street,30.263918130832895,-97.7210012928342,AffordableHousing
Guadalupe Saldana - Duplex,30.269696999999997,-97.703051,AffordableHousing
Texan North Campus (fka Uptown Lofts),30.3193518296524,-97.7301366977258,AffordableHousing
SOL,30.258630468790603,-97.684129443253,AffordableHousing
Grand Marc at 26th,30.2909986770952,-97.7425713474858,AffordableHousing
Gibson Flats,30.2540894703905,-97.7622667885446,AffordableHousing
Crest at Pearl,30.283296418393697,-97.74618319457399,AffordableHousing
Trails at Vintage Creek (fka Village Green Apartments),30.3216138528759,-97.68008999334221,AffordableHousing
Garden Terrace Phase III,30.198406,-97.792919,AffordableHousing
Accessible Housing Austin! - SF,30.178196000000003,-97.82220500000001,AffordableHousing
110 Chicon Street,30.257945181452104,-97.7245332918763,AffordableHousing
5006 West Wind Trail,30.226519,-97.80452,AffordableHousing
Spring Terrace Apartments,30.3314907138636,-97.7031800065299,AffordableHousing
Sierra Vista (fka Shady Oaks),30.2190337978803,-97.7671845964581,AffordableHousing
Harris Ridge Apartments,30.406351,-97.643651,AffordableHousing
Treaty Oaks,30.2365889139842,-97.7843942141951,AffordableHousing
Capital Studios,30.271752180156803,-97.73808578368829,AffordableHousing
Heritage Heights,30.265296999999997,-97.72470799999999,AffordableHousing
GNDC Alley Flats,30.260303000000004,-97.708853,AffordableHousing
Alexander Oaks Apartments,30.233793,-97.851947,AffordableHousing
Edgecreek Condos,30.4067911937569,-97.69786172668829,AffordableHousing
Quarters at Montgomery,30.292070400310198,-97.7432066152494,AffordableHousing
2502 Nueces Street,30.289641999999997,-97.743338,AffordableHousing
Retreat at North Bluff,30.200676191504197,-97.77253292895959,AffordableHousing
Palms at North Lamar,30.3546533088105,-97.704330445112,AffordableHousing
Mosaic at Mueller,30.298876,-97.707922,AffordableHousing
ACDDC - Alley Flat,30.338875,-97.728433,AffordableHousing
Block on 23rd,30.287061345394303,-97.74671373476191,AffordableHousing
Eastside Station (fka Saltillo Station),30.260851824126394,-97.7251428867645,AffordableHousing
Lucero Apartments (formerly Oak Creek Village),30.2422224737444,-97.75626079795309,AffordableHousing
Harris Branch Senior Apartments,30.388806594124198,-97.6448819144268,AffordableHousing
IBM 45 Multifamily-Flatiron Domain,30.393743,-97.725581,AffordableHousing
Aldrich 51,30.304204,-97.701803,AffordableHousing
Heritage Heights,30.266657000000002,-97.722927,AffordableHousing
Wildflower Terrace,30.2909045,-97.69844029999999,AffordableHousing
Heritage Heights,30.265855,-97.724932,AffordableHousing
Heights on Parmer Phase Two,30.390822999999997,-97.65079300000001,AffordableHousing
LifeWorks Transitional Living Project,30.2298368209301,-97.77101974438679,AffordableHousing
Tricia & David Ciccocioppo (Homeowners) -Alley Flat,30.278447999999997,-97.714054,AffordableHousing
Overture Mueller Apartments,30.3007,-97.70043000000001,AffordableHousing
1007 Waller Street,30.2686462542793,-97.72928209643291,AffordableHousing
Callaway House Austin,30.284941123276703,-97.7434209056653,AffordableHousing
Pecan Springs Commons,30.3051114099162,-97.67995095321241,AffordableHousing
2401 Longview,30.288689853930396,-97.75048641253099,AffordableHousing
Amli Eastside,30.268964,-97.731273,AffordableHousing
Bridge at Cameron,30.348196,-97.67551999999999,AffordableHousing
Wilshire West (fka Princeton Apartments.),30.3011693419415,-97.71337402929859,AffordableHousing
The Paddock at Norwood,30.336546703188898,-97.69155232831369,AffordableHousing
Bell South Lamar,30.244117993211397,-97.781071602873,AffordableHousing
Texan Shoal Creek,30.2898505758531,-97.7494596108765,AffordableHousing
2503 E 9th Steet,30.264803872097502,-97.71430575135089,AffordableHousing
Austin Travis County MHMR,30.331229250761698,-97.7235097123333,AffordableHousing
Heritage Heights,30.266574,-97.724124,AffordableHousing
Southwest Trails Apartments,30.251224107017304,-97.8872430326643,AffordableHousing
Santa Maria Village Apartments,30.348603999999998,-97.71088,AffordableHousing
Jefferson at West Campus,30.2911102238676,-97.7434636763484,AffordableHousing
2112 E 8th Street,30.2628196288271,-97.718184673049,AffordableHousing
4008 Brookview (ADU),30.294169,-97.71003,AffordableHousing
Heritage Heights,30.266176,-97.723095,AffordableHousing
1705 Rosewood Avenue,30.2692117855035,-97.72613993600001,AffordableHousing
Legacy Apartments,30.2547309646977,-97.7642027614895,AffordableHousing
Eastside Village,30.262514610142603,-97.7254872494935,AffordableHousing
Texas Alpha House,30.2893207610882,-97.7427748148446,AffordableHousing
Post South Lamar,30.2525581684323,-97.76452548415209,AffordableHousing
Garden Terrace Phase I,30.1986408937312,-97.79342653185009,AffordableHousing
Springdale Apartments,30.2989810707065,-97.6738898931607,AffordableHousing
916 Neal Street,30.2688504901787,-97.71048579649191,AffordableHousing
Block on Rio Grande,30.2950720832625,-97.7436671748325,AffordableHousing
1002 Wheeless Street,30.2679718599611,-97.72775965021842,AffordableHousing
Allandale Condos,30.3542193816473,-97.7356936462426,AffordableHousing
UH 2100 San Antonio,30.2841853592788,-97.7431252465542,AffordableHousing
AHFC - SF,30.264685999999998,-97.71899,AffordableHousing
Block on Pearl South,30.2856298709677,-97.74670947029449,AffordableHousing
The Super Co-op,30.283017984190998,-97.743836076894,AffordableHousing
The Villages at The Domain,30.396506,-97.725756,AffordableHousing
Westgate Ridge Multifamily,30.192696999999995,-97.832658,AffordableHousing
Bluebonnet Studios SRO,30.2469873500171,-97.7755165142672,AffordableHousing
SOL,30.2703971161874,-97.71731981858869,AffordableHousing
Anderson Village,30.276446641475896,-97.7022099532088,AffordableHousing
Garden Terrace Phase III,30.198406,-97.792919,AffordableHousing
4904 West Wind Trail,30.2274411258956,-97.8033852378787,AffordableHousing
Pecan Springs Commons,30.304784264974497,-97.67916116432791,AffordableHousing
Heritage Heights,30.266766999999998,-97.72314899999999,AffordableHousing
2014 Covered Wagon Pass,30.1932223225175,-97.7587020302195,AffordableHousing
The Guthrie II,30.258311,-97.704573,AffordableHousing
904-908 W. 22 1/2 Street,30.2856166846052,-97.74701684626379,AffordableHousing
Camden Lamar Heights,30.3221231908405,-97.7293680099328,AffordableHousing
1803 E 22nd Steet,30.2825632988123,-97.72241774288608,AffordableHousing
Ivy Condos - Acq of 10 Units (2/5/13),30.240275740263602,-97.78266876011179,AffordableHousing
Texan 26th,30.2905892714381,-97.7481752993404,AffordableHousing
Quarters at Cameron,30.292392736346002,-97.74391416957079,AffordableHousing
2505 Village Trail Circle,30.194786673842696,-97.7459847828035,AffordableHousing
Crossroads Apartments,30.3727304927457,-97.7294480083748,AffordableHousing
Oak Springs Villas,30.2726991337306,-97.70126065123041,AffordableHousing
Heritage Heights,30.266957,-97.7237,AffordableHousing
The Point at Ben White,30.216318028295802,-97.7035830097557,AffordableHousing
2009 Salina Street,30.2813953297002,-97.72228345204941,AffordableHousing
Guadalupe Saldana - Duplex,30.269795000000002,-97.70300999999999,AffordableHousing
West Koenig Flats,30.321814,-97.71938399999999,AffordableHousing
Nightingale at Goodnight Ranch,30.157256,-97.754254,AffordableHousing
Yellowstone Apartments,30.308670000000003,-97.70665799999999,AffordableHousing
La Vista de Guadalupe,30.2671189761308,-97.73300721792641,AffordableHousing
Avon at 22nd,30.285403000000002,-97.74771199999999,AffordableHousing
Primrose at Shadow Creek (fka Arbors Creekside),30.319659,-97.704317,AffordableHousing
